Course, CRN, Comments, Department, Last Taught
FOR 299, 10210, Permission required, FORESTRY, Spring 2017
FOR 385, 92427, Graduate section of FOR 223; Maximum  combined enrollment is 35, FORESTRY, Fall 2020
FOR 396, 97145, Graduate standing only; Concurrent with  FOR 295 CRN 95829 with supplemental  work as assigned by the instructor, FORESTRY, Fall 2020
FREN 001, 90398, Open to Degree and CDE students, FRENCH, Fall 2020
FREN 002, 93283, Prereq: FREN 001 or equivalent; Open to  Degree and CDE students, FRENCH, Fall 2020
FREN 051, 90362, Prereq: FREN 002 or equivalent; Open to  Degree and CDE students, FRENCH, Fall 2020
FREN 052, 90357, Prereq: FREN 051 or equivalent; Open to  Degree and CDE students, FRENCH, Fall 2020
FREN 101, 94463, Prereq: FREN 052 or equivalent; Open to  Degree and CDE students, FRENCH, Fall 2020
FREN 107, 10263, Prereq: FREN 052 or equivalent; Open to  Degree and CDE students, FRENCH, Spring 2020
FREN 109, 95029, Prereq: FREN 052, FRENCH, Fall 2020
FREN 131, 91016, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2018
FREN 132, 10919, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2020
FREN 135, 94479, No Requirement Information Given, CANADIAN--STUDIES, Fall 2020
FREN 141, 90801, C, EUROPEAN--STUDIES, Fall 2020
FREN 142, 10739, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2020
FREN 195, 95030, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
FREN 197, 15828, No Requirement Information Given, FRENCH, Spring 2020
FREN 198, 16169, Independent study course, FRENCH, Spring 2016
FREN 201, 15321, Prereq: FREN 101, FRENCH, Spring 2020
FREN 205, 14769, Prereq: FREN 101, FRENCH, Spring 2017
FREN 209, 15766, Prereq: FREN 101, FRENCH, Spring 2019
FREN 237, 94957, C, EUROPEAN--STUDIES, Fall 2017
FREN 266, 95031, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
FREN 269, 94834, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2019
FREN 275, 15322, No Requirement Information Given, EUROPEAN--STUDIES, Spring 2020
FREN 279, 15133, Prerequisites: FREN 141 or FREN 142, FRENCH, Spring 2018
FREN 280, 94958, Prereq: FREN 141 or FREN 142, FRENCH, Fall 2017
FREN 282, 95032, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
FREN 285, 95391, Prereq: FREN 141 or FREN 142; Open to  degree and CDE students, FRENCH, Fall 2016
FREN 293, 15323, No Requirement Information Given, CANADIAN--STUDIES, Spring 2020
FREN 295, 94835, C, EUROPEAN--STUDIES, Fall 2019
FREN 296, 14963, Prereq: FREN 141 or FREN 142, FRENCH, Spring 2019
FS 093, 14212, Minimum sophomore standing, FOOD--SYSTEMS, Spring 2020
FS 101, 93054, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
FS 102, 13327, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
FS 103, 13326, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
FS 193, 93621, Junior and Senior standing only, FOOD--SYSTEMS, Fall 2020
FS 196, 15500, No Requirement Information Given, FOOD--SYSTEMS, Spring 2018
FS 296, 14198, Juniors and seniors only; Cross listed  with NFS 295 C; Total combined  enrollment: 15, FOOD--SYSTEMS, Spring 2020
FS 321, 13426, Graduate Standing only; Cross listed  with CDAE 321 A, FOOD--SYSTEMS, Spring 2018
FS 335, 12835, Cross listed with CDAE 335 A; Total  combined enrollment: 20, FOOD--SYSTEMS, Spring 2020
FS 340, 11036, Instructor permission required;  Graduate students only, FOOD--SYSTEMS, Spring 2020
FS 345, 91152, Graduate students only; Instructor  permission required; Cross listed with  ANTH 295 B; Total combined enrollment:  22, FOOD--SYSTEMS, Fall 2020
FS 350, 11566, Grad Students only, FOOD--SYSTEMS, Spring 2017
FS 351, 14782, No Requirement Information Given, FOOD--SYSTEMS, Spring 2020
FS 352, 15466, Instructor permission required; Food  systems Grad students only, FOOD--SYSTEMS, Spring 2016
FS 355, 94909, Graduate students only; Cross listed  with PHIL 295 B; Total combined  enrollment = 18 Location: ML SCI 125, FOOD--SYSTEMS, Fall 2020
FS 360, 15056, No Requirement Information Given, FOOD--SYSTEMS, Spring 2018
FS 390, 92402, Graduate students only; Instructor  permission required, FOOD--SYSTEMS, Fall 2020
FS 391, 12366, No Requirement Information Given, FOOD--SYSTEMS, Spring 2017
FS 392, 93356, No Requirement Information Given, FOOD--SYSTEMS, Fall 2020
FS 393, 96959, No Requirement Information Given, FOOD--SYSTEMS, Fall 2020
FS 395, 13401, No Requirement Information Given, FOOD--SYSTEMS, Spring 2020
FS 491, 92966, No Requirement Information Given, FOOD--SYSTEMS, Fall 2020
FTS 007, 91755, Open to degree and CDE students, FILM--&--TELEVISION--STUDIES, Fall 2017
FTS 008, 93407, Degree students only even after level  restrictions removed; CDE students  enroll in FTS 008 ZRA; Also has  screening on Wednesday Final exam is on  December 9 - 7:30 PM to 10:15PM, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 009, 95459, Cross listed with SPCH 095 A; Open to  degree and CDE students, FILM--&--TELEVISION--STUDIES, Fall 2017
FTS 010, 13312, Open to Degree and CDE students, FILM--&--TELEVISION--STUDIES, Spring 2020
FTS 080, 95556, Course title: Camden Int'l Film  Festival; FTS majors/minors or  instructor permission, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 095, 96379, Open to Degree and CDE students  Cross-listed with CLAS 095 B; total  enrollment = 100., FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 096, 15461, Open to Degree and CDE students, FILM--&--TELEVISION--STUDIES, Spring 2020
FTS 121, 94300, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 122, 13313, No Requirement Information Given, ART--HISTORY, Spring 2020
FTS 123, 11177, No Requirement Information Given, ASIAN--STUDIES, Spring 2020
FTS 131, 95557, Prereqs enforced by the system: FTS 121;  Course title: Cinematography&Films:R.  Richardson, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 133, 94571, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 134, 94572, No Requirement Information Given, EUROPEAN--STUDIES, Fall 2020
FTS 141, 94298, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 142, 15285, Prereqs enforced by the system: FTS 141, FILM--&--TELEVISION--STUDIES, Spring 2020
FTS 143, 15742, Prereqs enforced by the system: FTS 121  and one of the following FTS 007, 008, 009, 010, FILM--&--TELEVISION--STUDIES, Spring 2019
FTS 144, 94239, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 191, 92259, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010 Contact instructor  for more info if needed, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 192, 11352, Prereqs enforced by the system:FTS 007  or 008 or 009 or 010; Instructor  permission required, FILM--&--TELEVISION--STUDIES, Spring 2020
FTS 194, 97120, Instructor permission required, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 195, 95719, Instructor Permission; Prereqs enforced  by the system: FTS 007 or 008 or 009 or  10; Thursday 9/13 early AM through  Sunday 9/16 evening; 4 days/3 nights;  Location: Camden, ME for the Camden  International Film Festival and Point  North Institute Camden International  Film Festival, FILM--&--TELEVISION--STUDIES, Fall 2018
FTS 196, 15469, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010 Cross listed with  SPCH 196; total enrollment = 20, FILM--&--TELEVISION--STUDIES, Spring 2020
FTS 197, 92260, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010 Contact instructor  for more info if needed, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 198, 11016, Prereqs enforced by the system:FTS 007  or 008 or 009 or 010; Department  permission required, FILM--&--TELEVISION--STUDIES, Spring 2020
FTS 271, 93537, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010 and FTS 121; or  instructor permission, FILM--&--TELEVISION--STUDIES, Fall 2020
FTS 272, 11178, Prereqs enforced by the system: FTS 007  or 008 or 009 or 010 and FTS 121, FILM--&--TELEVISION--STUDIES, Spring 2020
GEOG 040, 91102, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
GEOG 050, 90001, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
GEOG 060, 92501, 1st years & sophomores only during 1st  week of registration; Junior and senior  GEOG majors contact instructor; Cross  listed with CRES 095 Open to Degree and  CDE students, GEOGRAPHY, Fall 2020
GEOG 061, 94981, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
GEOG 070, 12792, Open to Degree and CDE students, GEOGRAPHY, Spring 2020
GEOG 081, 94990, No Requirement Information Given, GEOGRAPHY, Fall 2020
GEOG 085, 94983, CAS first-time, first-year students  only, GEOGRAPHY, Fall 2020
GEOG 095, 95704, Cross listed with GEOG 195 A & GEOL 195  A & GEOL 095 A; Open to Degree and CDE  students No class on Tuesday, October  8th, GEOGRAPHY, Fall 2019
GEOG 096, 15481, Students must enroll in GEOG 061:  Digital Visualization Lab ; Open to  degree and CDE students, GEOGRAPHY, Spring 2018
GEOG 099, 95038, Earth and Environment Scholars only;  CAS first-time, first-year students  only; Instructor permission required, GEOGRAPHY, Fall 2019
GEOG 140, 94991, Prereqs enforced by the system: GEOG  040; Cross listed with ENSC 185; Total  combined enrollment: 40, GEOGRAPHY, Fall 2020
GEOG 143, 14943, L, ENVIRONMENTAL--STUDIES, Spring 2020
GEOG 144, 95741, Prereqs enforced by the system: GEOL  001 or 005 or GEOL 007 or 055; Course  fee: $50.00; Cross listed with GEOL 151;  Total combined enrollment: 25, GEOGRAPHY, Fall 2020
GEOG 145, 95039, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2019
GEOG 148, 14334, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2019
GEOG 150, 95040, No Requirement Information Given, AFRICAN--STUDIES, Fall 2019
GEOG 151, 15088, No Requirement Information Given, ASIAN--STUDIES, Spring 2018
GEOG 153, 15212, Prereqs enforced by the system: GEOG  040 or 050; Or Instructor permission, GEOGRAPHY, Spring 2018
GEOG 158, 14748, Prereqs enforced by the system: GEOG  050 or GEOG 070; Students who were  enrolled in GEOG 095(Political  Geographies of the Middle East) during  Fall 2016 are eligible to enroll in  GEOG 158;, GEOGRAPHY, Spring 2017
GEOG 160, 94992, Prereqs enforced by the system: GEOG  050 or 070; Course title: Geography of  the U.S;, GEOGRAPHY, Fall 2020
GEOG 170, 94887, Prereqs enforced by the system: GEOG  050 or GEOG 070; or HST 012 or  Instructor permission; Students must  register for GEOG 195 L01; Cross listed  with HST 170 A; Students who took  GEOG195/SOC195 Mapping American  Childhoods in Fall 2015 may not enroll  in this class, GEOGRAPHY, Fall 2017
GEOG 173, 14062, No Requirement Information Given, GENDER, --SEXUALITY--&--WOMEN'S--STUDIES, Spring 2020
GEOG 174, 94993, Prereqs enforced by the system: GEOG  050 or GEOG 070, GEOGRAPHY, Fall 2020
GEOG 175, 14944, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
GEOG 179, 94810, Prereqs enfoced by the system: GEOG 050  or GEOG 070, GEOGRAPHY, Fall 2018
GEOG 184, 95278, Prereqs enforced by the system: GEOG  081 or NR 025; Students may not take  GEOG 184 and NR 143; Students must  register for lab A01 or A02, GEOGRAPHY, Fall 2017
GEOG 185, 95238, L, ENVIRONMENTAL--STUDIES, Fall 2019
GEOG 186, 93930, Minimum sophomore standing; Cross  listed with GSWS 195 B; Total combined  enrollment = 25 Cannot be taken for  credit by students previously enrolled  in HCOL 086 B in Spring 2020., GEOGRAPHY, Fall 2020
GEOG 190, 15144, Winter Session Travel Course dates: 12/  26/16-1/13/17; Destination: Yasuni, Ecuador Travel Dates: 01/03/17-01/15/17  Program Fee: $1, 690.00; Airfare is  additional; Cross Listed with ENVS 150  WW4; Instructor permission required;  Open to both CDE and degree students;  Pre & Post work requirements, GEOGRAPHY, Spring 2017
GEOG 191, 10930, Instructor permission required; Minimum  junior standing, GEOGRAPHY, Spring 2020
GEOG 192, 95155, Prereqs enforced by the system: GEOG  040 or GEOG 050 or GEOG 061 or GEOG 070  or VS 052, GEOGRAPHY, Fall 2016
GEOG 195, 95442, Prereqs: Introductory science course or  AP credit in science Must register for  GEOG 195 A01 or A02; Course fee: $15.00;  Cross-listed with GEOL 195; No class on  Tuesday, October 8th., GEOGRAPHY, Fall 2019
GEOG 196, 13661, Spring Break Travel Course; Course  meets online twice before travel begins;  Program Fee: $866.00; Airfare is  additional; Spring semester:01/13/20-05/  01/20; with travel over 3/7-3/15  Prereq: Students should have taken at  least one course in: Ecology, Biology, Geography, Forestry, ENVS, Anthro, Botany, or Global Studies; Tuition  included in spring course load; Open to  both Degree and CDE students Instructor  permission required; Cross-listed with  GRS 196 TR1, GEOGRAPHY, Spring 2020
GEOG 197, 14980, Variable credit 1-18; Instructor  permission required, GEOGRAPHY, Spring 2020
GEOG 198, 92743, Instructor permission required, GEOGRAPHY, Fall 2020
GEOG 244, 95048, Prereqs enforced by the system: GEOG  140; Minimum junior standing;  Cross-listed with ENSC 295 and FOR 295;  Total combined enrollment=20, GEOGRAPHY, Fall 2019
GEOG 245, 95049, Prereqs: GEOG 050 or 070; Minimum  junior standing, GEOGRAPHY, Fall 2019
GEOG 246, 14063, Prereq: GEOG 040 or ENSC 001; Minimum  junior standing; Course fee: $70, GEOGRAPHY, Spring 2020
GEOG 272, 14064, No Requirement Information Given, ASIAN--STUDIES, Spring 2020
GEOG 273, 15096, No Requirement Information Given, AFRICAN--STUDIES, Spring 2018
GEOG 274, 94995, Prereqs: Minimum Junior Standing, GEOG  60, GEOG 70 or GEOG 175, or Instructor  permission, GEOGRAPHY, Fall 2020
GEOG 281, 95247, Pre- or co-requisites strongly  suggested: GEOG 185, 143;NR/FOR 146; OR  instructor permission required, GEOGRAPHY, Fall 2019
GEOG 287, 94996, Prereqs enforced by the system: GEOG  081 or 184 or NR 143 or GEOL 185 or  ENSC 130, GEOGRAPHY, Fall 2020
GEOG 295, 15296, Prereqs: FTS 121, 131, or 132; GEOG 173, 174, 175, or 179; or one Speech course  at or above the 100-level; or  permission from instructor;  Cross-listed with SPCH 284 A; Full  title: 'Mediapolis: Media, Culture, and  the Urban'; Total combined enrollment:  20, GEOGRAPHY, Spring 2020
GEOG 296, 14060, Prereq: min. 12 credits of History  Minimum junior, senior or graduate  standing; Trip fee: $600; Cross listed  with ENVS 295C and HST 265 A; Total  combined enrollment: 15, GEOGRAPHY, Spring 2020
GEOG 297, 93215, Instructor permission required, GEOGRAPHY, Fall 2020
GEOG 298, 11025, Instructor permission required, GEOGRAPHY, Spring 2020
GEOG 299, 14585, Variable credit 1-3 Instructor  permission required, GEOGRAPHY, Spring 2020
GEOL 001, 95298, Must register for a GEOL 001 Lab, A01-A12; Degree students only even  after level restrictions removed; CDE  students enroll in GEOL 001 ZRA; Lab/  Field trip fee:$30; Tuesday evening  class meeting is for exams., GEOLOGY, Fall 2020
GEOL 005, 90498, CAS first time first year students only;  Earth and Environment Scholars only;  Instructor permission required; lab/  field trip fee $85 Meets in Delehanty  120., GEOLOGY, Fall 2020
GEOL 006, 14874, Open to degree and CDE students, GEOLOGY, Spring 2019
GEOL 007, 15149, Open to degree and CDE students, GEOLOGY, Spring 2020
GEOL 011, 93089, CAS first time first year students only  Meets in Delehanty 120., GEOLOGY, Fall 2020
GEOL 055, 95436, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
GEOL 062, 10694, Prereqs enforced by the system: GEOL  001 or 005 or 055; Lab/Field trip fee:  $20; lecture with lab, GEOLOGY, Spring 2019
GEOL 095, 95303, CAS first time first year students only  Meets in Delehanty 120., GEOLOGY, Fall 2020
GEOL 096, 15553, Open to Degree and CDE students; Cross  listed with PHYS 096 A, PHIL 096 A, HUMN 096 A, GEOLOGY, Spring 2020
GEOL 101, 90616, Prereqs enforced by the system: GEOL  001 or 005 or 055; Course fee: $85.00, GEOLOGY, Fall 2020
GEOL 110, 10934, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
GEOL 116, 11255, Prereqs enforced by the system: GEOL  001 or 005 or 055, GEOLOGY, Spring 2019
GEOL 135, 94851, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2019
GEOL 151, 95208, Prereqs enforced by the system: GEOL  001 or 005 or GEOL 007 or 055; Cross  listed with GEOG 144 A; Total combined  enrollment = 25 Course fee: $50.00, GEOLOGY, Fall 2020
GEOL 153, 92773, Prereqs enforced by the system: GEOL  062, GEOLOGY, Fall 2016
GEOL 161, 94839, Prereqs enforced by the system: GEOL  101, GEOLOGY, Fall 2017
GEOL 185, 95249, Minimum sophomore standing, GEOLOGY, Fall 2020
GEOL 195, 15218, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
GEOL 196, 96244, Instructor permission required, GEOLOGY, Fall 2016
GEOL 197, 90515, Instructor permission only, GEOLOGY, Fall 2020
GEOL 198, 92472, No Requirement Information Given, GEOLOGY, Fall 2020
GEOL 201, 90559, Prereqs enforced by the system: GEOL  101; Permission Required, GEOLOGY, Fall 2019
GEOL 217, 91767, Graduate students only, GEOLOGY, Fall 2018
GEOL 231, 93651, Prereqs enforced by the system: GEOL  110, GEOLOGY, Fall 2019
GEOL 233, 15174, Prereqs enforced by the system: CHEM  031 Instructor permission only, GEOLOGY, Spring 2017
GEOL 234, 15107, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
GEOL 235, 13745, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
GEOL 240, 12849, Prereqs enforced by the system: GEOL  101 & 110, GEOLOGY, Spring 2020
GEOL 246, 91337, Prereqs enforced by the system: CHEM  032; Lab fee: $20.00, GEOLOGY, Fall 2019
GEOL 260, 15108, Prereqs enforced by the system: GEOL  101 & 110, GEOLOGY, Spring 2020
GEOL 263, 94853, Prereqs enforced by the system: GEOL  110, GEOLOGY, Fall 2019
GEOL 266, 14878, Prereqs enforced by the ststem: GEOL  260, GEOLOGY, Spring 2019
GEOL 291, 90702, No Requirement Information Given, GEOLOGY, Fall 2020
GEOL 292, 10597, No Requirement Information Given, GEOLOGY, Spring 2020
GEOL 295, 13716, No Requirement Information Given, GEOLOGY, Spring 2020
GEOL 297, 15705, Course title: HazMat Certification, GEOLOGY, Spring 2020
