Course,Title,CRN,Credits,Max Enrl,Cur Enrl,Remain Seats,Begin Time,End Time,Days,Bldg,Room,Instructor,Comments,Department,Last Taught
ENVS 142, Intro to Environmental Policy,91517,3,29,22, 0*XL, 01:15, 02:30, T R, AIKEN,110, Ginger C, Prereqs enforced by the system: NR 104  or POLS 021; Minimum sophomore standing;  Cross listed with NR 153 A; Maximum  combined enrollment = 30.,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 143, Political Ecology,14325,3,15,14, 1*XL, 03:30, 04:45, M W, LAFAYE, L200, Morehouse T," Prereqs enforced by the system: GEOG  040, 050 or 070; or ENVS 001 or ENVS  002; Cross listed with GEOG 173; Total  Combined Enrollment = 40 25 seats GEOG,  15 seats ENVS",ENVIRONMENTAL--STUDIES,Spring 2020
ENVS 150, Ntr'l Hst&Consv Galapagos Isle,14299,3,5,6, -1*XL, TBA, TBA,, INTL, TRAVEL, Shear N  McHenry M," Spring Break Travel Course; Travel  Dates: 03/7 to 3/15/20; Location:  Galapagos Islands in Ecuador; Please  contact instructor for Pre & Post work  requirements; Program Fee: $3,075.00;  Airfare is additional; Prereqs enforced  by the system: ENVS 001 or 002 or NR  001 or 002 or ENSC 001; Cross listed  with PBIO 195 TR1; Instructor  Permission Required; Open to both  degree and CDE students",ENVIRONMENTAL--STUDIES,Spring 2020
ENVS 151, Intermed Environmental Studies,10404,3,53,35,18, 02:50, 04:05, T R, L/L CM,216, Danks C, Prereqs enforced by the system: ENVS  001 or ENVS 002; ENVS majors only;  Degree students only even after level  restrictions removed; CDE students  register for ENVS 151 ZRA,ENVIRONMENTAL--STUDIES,Spring 2016
ENVS 153, D2:SL: Ethnobotany,93161,3,25,26,-1, 10:05, 11:20, T R, WATERM,458, Anderson K," Prereqs enforced by the system: ENVS  001 or 002 or NR 001,or NR 002, or ENSC  001",ENVIRONMENTAL--STUDIES,Fall 2016
ENVS 154, D2:Trad Ecological Knowledge,11458,3,25,26,-1, 10:05, 11:20, T R, WATERM,400, Nordstrom K," Prereqs enforced by the system: ENVS  001 or 002, or NR 001 or 002 or ENSC  001",ENVIRONMENTAL--STUDIES,Spring 2018
ENVS 156, Permaculture,90843,3,47,29, -13*XL, TBA, TBA,, ONLINE, COURSE, White A, Prereq: 3 credits in basic biology or  ecology or permission; Sophomore  standing; Cross listed with PSS 156 A;  Open to Degree and CDE students; Total  combined enrollment is 48,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 165," Enviro Literature, Arts, Media",15342,3,45,40,5, 01:15, 04:15, T, TERRIL,308, Ivakhiv A," Prereqs enforced by the system: ENVS  001 or 002, NR 001 or NR 002 or ENSC  001",ENVIRONMENTAL--STUDIES,Spring 2020
ENVS 167, D2: Global Env History,96190,3,148,42, 10*XL, 02:20, 03:10, M W F, BLLNGS, LH, Buchanan A, Cross listed with HST 067 A/ZRA; Total  combined enrollment = 150,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 170, Env Art Prct: Landsc Photog,15577,3,15,17,-2, 01:15, 05:40, R, ALLEN,104, Wells D," Prereqs enforced by the system: ENVS  001, 002 or NR 002",ENVIRONMENTAL--STUDIES,Spring 2016
ENVS 173, Landscape Natural History,90735,3,15,14,1, 01:10, 04:45, M, OFFCMP, SEE NOTES, Poleman W, Prereqs enforced by the system: ENVS  001 or NR 001; This course takes place  entirely in the field,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 174, Nat Areas Conservation&Steward,93932,3,30,32,-2, 03:30, 04:45, M W, ROWELL,102, Paradis R, Prereqs enforced by the system: ENVS  001 or NR 001,ENVIRONMENTAL--STUDIES,Fall 2017
ENVS 177, Intro to Landscape Restoration,14643,3,40,40,0, 11:40, 12:55, T R, LAFAYE, L100, Paradis R, Prereqs enforced by the system: ENVS  001 or NR 001; Minimum Sophomore  standing; Open to both CDE and Degree  Students;,ENVIRONMENTAL--STUDIES,Spring 2017
ENVS 178, Environmental Ethics,14275,3,20,20, 0*XL, 08:30, 09:20, M W F, LAFAYE, L403, Ashooh M, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002 or ENSC 001;  Cross listed with PHIL 010 A; Total  combined enrollment is 60,ENVIRONMENTAL--STUDIES,Spring 2020
ENVS 179, D2: Ecofeminism,95878,3,15,11, -12*XL, 04:05, 07:05, W, DEWEY,212, Ljung-Baruth A," Prereqs enforced by the system: ENVS  001 or 002, or NR 002 or GSWS 001;  Sophomore standing; Cross listed with  GSWS 179 A; Total Combined Enrollment =  15",ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 180, Radical Environmentalism,95517,3,30,25,5, 04:05, 07:05, W, COHEN,208, Tokar B, Prereqs enforced by the system: ENVS  001 or 002 or NR 002,ENVIRONMENTAL--STUDIES,Fall 2019
ENVS 181, D1:Environmental Justice,93004,3,39,39, -11*XL, 02:50, 04:05, T R, L/L CM,216, Panikkar B, Prereqs enforced by the system: ENVS  001 or 002 or NR 002; Cross listed with  CRES 195 C; Total combined enrollment =  40,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 182, D2:Religion and Ecology,94002,3,30,29,1, 11:40, 12:55, T R, PERKIN,3, Ivakhiv A, Prereqs enforced by the system: ENVS  001 or 002 or NR 002; Contact Dept. for  location,ENVIRONMENTAL--STUDIES,Fall 2017
ENVS 183, Env Impacts of Consumerism,15889,3,25,11, 1*XL, 05:05, 08:05, M, OMANEX, A202," Williams, Jr", Cross listed with CDAE 195 O,ENVIRONMENTAL--STUDIES,Spring 2018
ENVS 185, Land & Food Justice,95626,3,29,23, 6*XL, 04:05, 07:05, W, COHEN,208, Tokar B, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or NR 002 or CDAE  002,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 187, SL:Campus Sustainability,95642,3,30,23,7, 02:50, 04:05, T R, LAFAYE, L200, Verrei-Beren, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or NR 002 or ENSC  001 or instructor permission,ENVIRONMENTAL--STUDIES,Fall 2017
ENVS 188, SU:Sustainability Science,11232,3,75,74,1, 10:05, 11:20, T R, AIKEN,102, Seidl A," Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002, or ENSC  001; Minimum sophomore standing; ENVS  Breadth",ENVIRONMENTAL--STUDIES,Spring 2020
ENVS 195, Energy Alternatives,93006,3,60,35, 5*XL, 03:30, 04:45, M W, WATERM,338, Foy P, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002 or ENSC 001;  Cross listed with CDAE 006 A; Total  combined enrollment is 38,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 196, Permaculture Practicum,11241,2,22,11, 3*XL, 04:35, 07:35, T, JEFFRD,101, Morris K," Co-req ENVS 156 (successful completion  required); Email aresnik@uvm.edu for  instructor permission; See other  relevant notes under ENVS 156; Cross  listed with PSS 196 A; Open to both CDE  and Degree students; Instructor  permission required; Prereqs enforced  by the system: ENVS 001, 002 or NR 001,  002, or ENSC 001",ENVIRONMENTAL--STUDIES,Spring 2016
ENVS 197, Student Designed Course,15609,3,15,14,1, 01:15, 04:15, T, COHEN,201, Seidl A, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002 or ENSC 001;  Minimum sophmore standing; Instructor  permission required,ENVIRONMENTAL--STUDIES,Spring 2019
ENVS 202, Senior Capstone,90422, 1.00-9.00,15,1, 14*XL, 02:50, 03:40, T, ONCMP, SEE NOTES, Fisher B," Prereq: ENVS 201, ENVS 151; ENVS Majors  only; Variable credit course Course  meets in the Rock Room",ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 204," Climate, Forests & Community",95639, 1.00-3.00,25,30,-5, 01:15, 02:30, T R, REMOTE, COURSE, Danks C," Prereqs enforced by the sytem: ENVS 001/  002; Course title: Seminar  Environmental Studies: Climate, Forests  & Community",ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 212, SL: SU:Advanced Agroecology,91330,4,40,10, 9*XL, 10:05, 11:20, T R, JEFFRD,127, Mendez V, Prereqs enforced by the system: PSS 021;  Pre/Co-req: Senior or Graduate standing;  PSS 021 or one semester ecology at or  above the 100 level or permission; Must  register for ENVS lab A01 or A02; Field  trip fee: $30; Service Learning; Cross  listed with PSS 212; Total combined  enrollment is 40;,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 237, Human Ecology & Health-Arctic,96009,3,25,30, -7*XL, 11:40, 12:55, T R, AIKEN,112, Panikkar B,,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 267, Environmental History Seminar,95447,3,15,9, 1*XL, 04:35, 07:35, R, KALKIN,322, Zelko F, Prerequisites: Twelve hours of History;  Junior/Senior/Grad Standing;  Cross-listed with: HST 267,ENVIRONMENTAL--STUDIES,Fall 2017
ENVS 284, Teaching about the Environment,91030, 1.00-3.00,15,7,8, 12:00, 03:00, F, ONCMP, SEE NOTES, Seidl A, Permission required; On-campus class:  meets in Bittersweet Conference Room;  Minimum junior standing; Teaching  Assistantship ENVS 001,ENVIRONMENTAL--STUDIES,Fall 2016
ENVS 293, Environmental Law,93069,3,25,13,12, 06:00, 09:00, R, LAFAYE, L200, Brooks C, Prereqs enforced by the system: ENVS  142 or NR 153,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 294, SL:Environmental Education,95650,3,39,41, -2*XL, 04:25, 05:40, T R, KALKIN,7, Gould R,,ENVIRONMENTAL--STUDIES,Fall 2020
ENVS 295, SL: Birding for Change,95604, 1.00-18.00,23,19,4, 08:00  02:00, 11:00  05:30, M  W, PERKIN  OFFCMP, 200  SEE NOTES, O'Kane P, Instructor permission required; Junior  or senior standing only; Available  credits: 1-4; Email instructor (pokane@  uvm.edu) to apply for permission;  Service Learning,ENVIRONMENTAL--STUDIES,Fall 2020
ESOL 095, Reading/Writing Strat 1,94469,3,15,8,7, TBA, TBA,, ONLINE, COURSE, Russell M, Open to Degree and CDE Students;  Instructor permission,ENGL--FOR--SPKRS--OF--OTHER--LANGS,Fall 2020
ESOL 096, Academic Communication 1,11228,4,15,11,4, 02:20  02:20, 03:10  03:10, M W F  R, ROWELL  ONCMP, 115  SEE NOTES, Ultsch S, Global Gateway students only Meets in  Austin 019B on Thursdays.,ENGL--FOR--SPKRS--OF--OTHER--LANGS,Spring 2020
EXMS 095, EXMS WE Leadership,95016, 1.00-18.00,12,8,4, 12:00, 12:50, M, ONCMP, SEE NOTES, Pletnick B, EMS; Sr; S/U Grading; Credits: 1-6,EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXMS 096, EXMS Senior Leadership,15301,3,15,3,12, 12:00, 12:50, W, WATERM,402, Pletnick B,,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 150, Intro to Exercise Science,11367,1,42,34,8, 11:40, 12:30, T, ROWELL,111, Kasser S, 1st Year EMS majors only,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 240, Motor Skill Learning & Control,12871,3,45,50,-5, 02:50, 04:05, T R, KALKIN,2, Benedict T, Prereqs enforced by the system: ANPS  019 and ANPS 020; EMS majors; JRS only;  Instructor: Tracy Benedict,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 242, Exercise and Sport Psychology,91378,3,70,60,10, 10:05, 11:20, T R, HILLS,122, Sibold J," Prereqs enforced by the system: PSYS  001 or PSYC 001; Open to degree and CDE  students; Soph (or higher); EMS, ATEP  mjrs",EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXMS 244, Nutrition for Health & Fitness,91620,3,50,38,12, 01:15, 02:30, T R, HILLS,122, Tompkins C, Prereqs enforced by the system: NFS 043;  Open to degree and CDE students; EXMS  2nd year only,EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXMS 245, Evaluation & Prescription,91056,3,15,18,-3, 12:00, 03:00, W, ONCMP, SEE NOTES, Brock D, Prereqs: RMS 250 and EXMS 254; EXMS  Majors only; Location: Rowell 017,EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXMS 260, Adapted Physical Activity,90543,3,50,50,0, 08:30, 09:45, T R, HARRIS,115, Kasser S, EXMS Juniors and PE majors only,EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXMS 262, Human Perf & Ergogenic Aids,10794,3,55,35,20, 08:30, 11:30, W, DEWEY,314, Sibold J, Prereqs enforced by the system: ANPS  019 & 020 & EXMS 244; EMS majors; SRS  only; JRS by permission.,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 263, Exercise in Chronic Conditions,90548,3,40,36,4, 01:15, 02:30, T R, ML SCI,105, Kasser S, Prereqs enforced by the system: RMS 250  and EXMS 260; EMS seniors only,EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXMS 264, Certified Exerc Physiologist,11487,3,35,26,9, TBA, TBA,, ONLINE, COURSE, Tompkins C, Prereqs enforced by the system: RMS 250  & EXMS 245 EMS 4th Year Only Online  course,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 268, Exercise Program Design,11368,3,45,37,8, 11:40, 12:55, T R, ML SCI,105, Tompkins C, Prereqs enforced by the system: RMS 250  & EXMS 245 EMS 4th Year Only,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 270, Senior Seminar,13812,1,45,37,8, 09:40, 10:30, M, VOTEY,207, Sibold J, JR EMS Only,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 272, Senior Capstone Experience,10795, 1.00-6.00,15,5, 10*XL, 09:40, 10:30, M, OLDMIL,523, Kokinda N, EMS Seniors,EXERCISE--&--MOVEMENT--SCIENCE,Spring 2018
EXMS 295, Phys Actvty MeasChildren&Youth,96000,3,20,4,16, 03:30, 04:45, M W, ONCMP, SEE NOTES, Bai Y, Location: Rowell 017; Title: Phys  Activity Meas in Children & Youth,EXERCISE--&--MOVEMENT--SCIENCE,Fall 2017
EXSC 150, Intro to Exercise Science,13593,1,48,40,8, 10:50, 11:40, W, JEFFRD,112, Kasser S, First year EXSC majors only,EXERCISE--SCIENCE,Spring 2020
EXSC 213, Biomechanics of Human Movement,95599,3,49,53,-4, 01:15, 02:30, T R, REMOTE, COURSE, Vreeland K, Prereqs enforced by the system: ANPS  019 and 020,EXERCISE--SCIENCE,Fall 2020
EXSC 240, Motor Skill Learning & Control,13595,3,50,43,7, 03:30, 04:45, M W, HARRIS,115, Benedict T, Prereqs enforced by the system: ANPS  019 & 020; EXSC Juniors; PE Majors,EXERCISE--SCIENCE,Spring 2020
EXSC 242, Exercise and Sport Psychology,93243,3,69,70,-1, 10:05, 11:20, T R, REMOTE, COURSE, Sibold J," Prereqs enforced by the system: PSYS  001; EXSC/EMS, AT students only;  Sophomore standing or higher; Open to  Degree and CDE students",EXERCISE--SCIENCE,Fall 2020
EXSC 244, Nutrition for Health & Fitness,94820,3,48,33,15, 11:40, 12:55, T R, JEFFRD,112, Tompkins C, Prereqs enforced by the system: NFS 043;  EXSC 2nd Year students Only; Open to  degree and CDE students,EXERCISE--SCIENCE,Fall 2018
EXSC 245, Evaluation & Prescription,93258,3,19,22,-3, 12:00, 03:00, W, REMOTE, COURSE, Kokinda N, EXSC/EMS Seniors Only; Prereq: RMS 250;  Location: Rowell Lab 017,EXERCISE--SCIENCE,Fall 2020
EXSC 250, Exercise Physiology,95600,3,29,38,-9, 11:40, 12:55, T R, REMOTE, COURSE, Kokinda N, Prereqs enforced by the system: ANPS  019 and 020; Restricted to EMS/EXSC  Juniors; All others by instructor  permission,EXERCISE--SCIENCE,Fall 2020
EXSC 252, Exercise Physiology Lab,95601,1,10,12,-2, 12:00, 03:00, M, ONCMP, SEE NOTES, Kokinda N, Prereq: ANPS 19 & 20; EMS/EXSC Juniors  Only; Location: Rowell Room 017,EXERCISE--SCIENCE,Fall 2020
EXSC 260, Adapted Physical Activity,93270,3,54,55,-1, 08:30, 09:45, T R, REMOTE, COURSE, Kasser S, EXSC or PE majors only; Junior or  Senior standing only,EXERCISE--SCIENCE,Fall 2020
EXSC 262, Human Perf & Ergogenic Aids,13596,3,44,31,13, 03:30, 04:45, M W, ROWELL,111, Tourville T, Prereqs enforced by the system: ANPS  019 & 020 & EXSC 244; EXSC seniors only,EXERCISE--SCIENCE,Spring 2020
EXSC 263, Exercise in Chronic Conditions,93245,3,45,37,8, 01:15, 02:30, T R, REMOTE, COURSE, Kasser S, Prereqs enforced by the system: EXSC  260 & RMS 250; EXSC/EMS Seniors only,EXERCISE--SCIENCE,Fall 2020
EXSC 264, Certified Exerc Physiologist,13597,3,30,34,-4, TBA, TBA,, ONLINE, COURSE, Tompkins C, Prereqs enforced by the system: RMS 250  & EXSC 245; EXSC seniors only,EXERCISE--SCIENCE,Spring 2020
EXSC 268, Exercise Program Design,13598,3,45,31,14, 11:40, 12:55, T R, ROWELL,110, Kasser S, Prereqs enforced by the system: RMS 250  & EXSC 245; EXSC seniors only,EXERCISE--SCIENCE,Spring 2020
EXSC 270, Exer Sci Professional Seminar,13599,1,42,38,4, 10:50, 11:40, M, JEFFRD,112, Kasser S, EXSC seniors only,EXERCISE--SCIENCE,Spring 2020
EXSC 272, Senior Capstone Experience,93246, 1.00-6.00,15,6, 9*XL, TBA, TBA,, ONLINE, COURSE, Kokinda N, EXSC/EMS seniors only; HIPPA/OSHA  Training fee: $7.00; Credits: 1 - 6,EXERCISE--SCIENCE,Fall 2020
EXSC 296, Applied Exercise Science Sem,96044,3,45,11,34, 11:40, 12:55, T R, REMOTE, COURSE, Harding E, EXSC seniors only.,EXERCISE--SCIENCE,Fall 2020
EXSC 302, EBP in Physical Activity,95063,3,10,1, 9*XL, 04:25  TBA, 05:40  TBA, T, ROWELL  ONLINE, 115  SEE NOTES, Harding E, This course meets in person and online;  PAWS Students only; All other graduate  students by instructor permission.,EXERCISE--SCIENCE,Fall 2020
EXSC 303, Phys Act & Chronic Dis Epidem,97049,3,3,3, 0*XL, 04:25  TBA, 05:40  TBA, R, REMOTE  ONLINE, COURSE  COURSE, Gell N, Open to Remote Grad students only; PAWS  students only;,EXERCISE--SCIENCE,Fall 2020
EXSC 345, Exercise Assessment & Prescrip,96370,3,10,1, 9*XL, 06:00  TBA, 07:15  TBA, R, ROWELL  ONLINE, 102  COURSE, Tourville T,,EXERCISE--SCIENCE,Fall 2020
EXSC 350, Physical Activity and Disease,95909,3,10,11,-1, 06:00  TBA, 07:15  TBA, T, ROWELL  ONLINE, 115  COURSE, Angelopoulos, PAWS students only; Graduate students  only; This course meets in person and  online,EXERCISE--SCIENCE,Fall 2019
EXSC 354, Phys Act & Wellness Promotion,94415,3,10,2, 8*XL, 06:00  TBA, 07:15  TBA, T, ROWELL  ONLINE, 102  COURSE, Gell N, This course meets in person and online;  Graduate students only,EXERCISE--SCIENCE,Fall 2020
EXSC 360, Energy Balance,97054,3,3,2, 1*XL, 04:05  TBA, 07:05  TBA, W, REMOTE  ONLINE, COURSE  COURSE, Tompkins C, Open to Remote Grad students only; PAWS  students only,EXERCISE--SCIENCE,Fall 2020
EXSC 365," Activity, Disability & Health",95315,3,10,8,2, 04:25  TBA, 05:40  TBA, R, ROWELL  ONLINE, 115  COURSE, Kasser S, PAWS students only; Graduate students  only; This course meets in person and  online,EXERCISE--SCIENCE,Fall 2019
EXSC 368, Phys Act Prog Design and Mngmt,15114,3,10,10,0, 04:25  TBA, 05:40  TBA, T, ROWELL  ONLINE, 115  COURSE, Tompkins C, PAWS students only. All other graduate  students by instructor permission only.,EXERCISE--SCIENCE,Spring 2020
EXSC 370, Phys Act: Communication & Eval,15115,3,10,9,1, 04:25  TBA, 05:40  TBA, R, ROWELL  ONLINE, 115  COURSE, Gell N, PAWS Students Only. All other graduate  students by instructor permission only.,EXERCISE--SCIENCE,Spring 2020
FOR 001, SU:Forest Conservation,12421,3,60,29,31, 12:00, 03:00, M, AIKEN,110, Damato A,,FORESTRY,Spring 2020
FOR 021, Dendrology,90584,4,75,72, 1*XL, 10:50, 11:40, M W F, KALKIN,7, Dimov L, Must register for a FOR 021 lab A01-A02;  Course fee: $50.,FORESTRY,Fall 2020
FOR 095, Intro to Forestry and Wildlife,15375,1,50,33, 4*XL, 12:00, 12:50, W, AIKEN,102, Damato A  Strong A, FOR and WFB majors only; First-year and  sophomore students only; Cross listed  with WFB 095; Total combined  enrollment: 50,FORESTRY,Spring 2020
FOR 111, Nat Res Ecol and Assessment 1,93053,4,75,80, -6*XL, 12:00, 12:50, M W F, KALKIN,7, Dimov L, Must register for a lab A02 or A03;  Course fee: $60.00,FORESTRY,Fall 2020
FOR 112, SL:Nat Res Ecol & Assessment 2,13205,4,35,31,4, 09:40  01:10, 10:30  05:55, M W F  W, AIKEN  OFFCMP, 112  SEE NOTES, Dimov L,,ENVIRONMENTAL--STUDIES,Spring 2020
FOR 146, Remote Sensing of Natural Res,15513,3,10,6, 4*XL, 08:30  TBA, 09:20  TBA, W, AIKEN  ONLINE, 101  SEE NOTES, Pontius J, Hybrid course; Lecture material on line;  Meet face to face for lab; Cross listed  with NR 146; Max combined enrollment 25,FORESTRY,Spring 2019
FOR 182, Advanced Forestry Seminar,10535,1,10,17,-7, 04:25, 05:15, T, AIKEN,301, Bihun Y, RSENR Seniors only,FORESTRY,Spring 2018
FOR 191, Forestry Work Practicum,10165, 1.00-9.00,10,13,-3, TBA, TBA,, TBA, TBA, Damato A  Vea M  Smiles-Becker, Supervised work experience in forest  resource area; Prerequisite: Internship  Coordinator; Instructor permission  required; Credits as arranged; Forestry  Department,FORESTRY,Spring 2020
FOR 192, Forestry Work Practicum,92319, 1.00-9.00,9,2,7, TBA, TBA,, TBA, TBA, Smiles-Becke, Instructor permission required,FORESTRY,Fall 2017
FOR 195, SU:Hydrology of Forested Lands,95625,3,20,16, 4*XL, 03:30, 04:45, M W, LAFAYE, L200, Wemple B, Prereq: GEOG 040; Cross listed with  GEOG 145; Instructor permission  required; Total combined enrollment =  40,FORESTRY,Fall 2019
FOR 223, Multi-Resource Silviculture,90587,4,30,27, 0*XL, 12:00  01:10, 12:50  06:20, M W F  F, AIKEN  AIKEN, 112  202, Damato A, Prereqs enforced by the system: NR 103;  Course fee: $100.00; Cross listed with  FOR 385 A; Total combined enrollment is  35,FORESTRY,Fall 2020
FOR 225, Tree Structure & Function,15473,3,30,25,5, 02:50, 04:05, T R, AIKEN,112, Halman J,,FORESTRY,Spring 2016
FOR 228, Ecosystems Ecology,94325,3,21,4, 4*XL, 09:20, 10:35, M W, AIKEN,103, Adair E, Prereqs enforced by the system: NR 103  or BCOR 102 or PSS161 Cross listed with  NR 228; Total combined enrollment = 25,FORESTRY,Fall 2020
FOR 233, Management of Forest Woodlots1,13206,3,30,23,7, 08:30, 09:20, M W F, HILLS,226, Dimov L, Prereqs enforced by the system: FOR 223,FORESTRY,Spring 2020
FOR 272, Sustain Mgmt Forest Ecosys,10473,4,21,15,6, 09:40  01:00, 10:30  05:00, M W F  F, LAFAYE  AIKEN, L400  101, Damato A  Littlefield C, Prereqs enforced by the system: FOR 122  & 205 & NR 223; Pre/Co-req: FOR 223,FORESTRY,Spring 2020
